objectid,title,org,shortorg,home_feature,format,collectionid,filename,external_filename,featured_image,description,startdate,enddate,date-range,ctrl_subcat,ctrl_subject,subject_terms,subject_free,region,county,location,material_type,latitude,longitude,cdm-collection,cdm-collection-id,language,rights,rightsstatement,download,img_small,img_thumb
elmer-pyne-s-collection-of-hazelton-id-photographs,"Elmer Pyne's Collection of Hazelton, ID Photographs",Idaho State Archives/Idaho State Historical Society,ISHS,TRUE,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll19,/objects/elmer-pyne-s-collection-of-hazelton-id-photographs.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll19/1/full/max/0/default.jpg,1,This collection is only comprised of 11 photographs but they are remarkable in what they depict and thier detail. They are 5x7 glass plate negatives images that have been scanned directly from the plate. The detail from a glass plate image surpasses many of the digitally enhanced images seen today. The images are of different and never seen before views of Hazelton. These photographs bring to light what character and meaning a photograph can have.,,,,Social Life and Customs,Retail Trade; City and Town Life; Pioneers;India;,Retail Trade; City and Town Life; Pioneers,India;,Magic Valley region,Jerome County,"Hazleton, ID",Photographs,42.59427698,-114.1358589,cdm16281,p16281coll19,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll19,/objects/small/elmer-pyne-s-collection-of-hazelton-id-photographs_sm.jpg,/objects/thumbs/elmer-pyne-s-collection-of-hazelton-id-photographs_th.jpg
everett-l-shorty-fuller-photographs,Everett L. 'Shorty' Fuller Photographs,Idaho State Archives/Idaho State Historical Society,ISHS,,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll3,/objects/everett-l-shorty-fuller-photographs.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p265501coll3/0/full/max/0/default.jpg,0,"Shorty Fuller was an Idaho Statesman photographer in Boise, Idaho and the surrounding areas from approximately 1938-1942.",1938,1942,1938-1942,Social Life and Customs,Retail Trade; Transportation; City and Town Life;,Retail Trade; Transportation; City and Town Life,,Southwest region,Ada County,,Photographs,43.59773657,-116.2036954,cdm16281,p265501coll3,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll3,/objects/small/everett-l-shorty-fuller-photographs_sm.jpg,/objects/thumbs/everett-l-shorty-fuller-photographs_th.jpg
experimental-forest-and-savenac-nursery-photo-archive,Experimental Forest and Savenac Nursery Photo Archive,University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/expforest/,/objects/experimental-forest-and-savenac-nursery-photo-archive.jpg,https://www.lib.uidaho.edu/media/digital/small/expforest.jpg,https://www.lib.uidaho.edu/media/digital/small/expforest.jpg,"The Experimental Forest and Savenac Nursery Photo Archive contains photographs related to or depicting the establishment of two Forest Service Experimental Forests in north Idaho, Priest River and Deception Creek, and the Savenac Nursery in Montana.",1910,2002,1910-2002,Agriculture and Natural Resources,Logging; Forestry and Forestry Products;,Logging; Forestry and Forestry Products,,Panhandle region,Bonner County,Priest River Experimental Forest Headquarters; Deception Creek Experimental Forest;,Photographs; Scrapbooks,48.571027,-116.823399,cdm17254,expforsav,eng,,,https://www.lib.uidaho.edu/digital/expforest/,/objects/small/experimental-forest-and-savenac-nursery-photo-archive_sm.jpg,/objects/thumbs/experimental-forest-and-savenac-nursery-photo-archive_th.jpg
family-tree-collection-a-potlatch-forests-inc-newsletter,"Family Tree Collection, a Potlatch Forests, Inc. Newsletter",University of Idaho,UofI,,application/pdf,https://www.lib.uidaho.edu/digital/FamilyTree/,/objects/family-tree-collection-a-potlatch-forests-inc-newsletter.jpg,https://www.lib.uidaho.edu/media/digital/small/familytree.jpg,https://www.lib.uidaho.edu/media/digital/small/familytree.jpg,"The Family Tree was a newsletter published by Potlatch Forests, Inc. for their employees from 1936 - 1952. The newsletter covers local (Potlatch area) and national events, with a special focus on issues pertaining to Potlatch Forests and its loggers and other employees.",1936,1952,1936-1952,Social Life and Customs,Logging; Advertising and Marketing; Forestry and Forestry Products; Labor History; City and Town Life; Clubs and Societies;,Logging; Advertising and Marketing; Forestry and Forestry Products; Labor History; City and Town Life; Clubs and Societies,,Clearwater region,Benewah County; Latah County,"Potlatch, ID",Documents; Newspapers,46.921354,-116.903071,cdm17254,spec_pot,eng,,,https://www.lib.uidaho.edu/digital/FamilyTree/,/objects/small/family-tree-collection-a-potlatch-forests-inc-newsletter_sm.jpg,/objects/thumbs/family-tree-collection-a-potlatch-forests-inc-newsletter_th.jpg
frank-and-bethine-church-collection,Frank and Bethine Church Collection,Boise State University,BSU,,image/jpeg,https://boisestate.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Ca7488fe3-30ce-4c3b-980e-e28dd39e5dca,/objects/frank-and-bethine-church-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/fchurch/84/full/max/0/default.jpg,84,"The entire photograph collection of Frank and Bethine Church, spanning their young adult years in Boise, Idaho, 1940-1943, the early political career of Frank as Idaho Legislature, 1952-1956, and U.S. Senator, 1958-1980, and Bethine's involvement in social and environmental issue in the 1990s to 2010. The majority of the photographs document the many campaigns, political events in Washington D.C. and around the world, and daily work as a U.S. Senator. Church's involvement in foreign relations is well documented in photographs, as well as his work with other various Senate committees.",1940,2010,1940-2010,"Politics, Government, and Law",Women; Laws and Legislation; Political Campaigns; Politics and Politicians; Forestry and Forestry Products; Dams; Media and Communication; Environmental Activism; Wilderness;,Women; Laws and Legislation; Political Campaigns; Politics and Politicians; Forestry and Forestry Products; Dams; Media and Communication; Environmental Activism; Wilderness,,Southwest region,Ada County,,Documents; Photographs; Posters; Newspapers; Video/Film/Moving Images,,,cdm15948,fchurch,eng,,,https://boisestate.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Ca7488fe3-30ce-4c3b-980e-e28dd39e5dca,/objects/small/frank-and-bethine-church-collection_sm.jpg,/objects/thumbs/frank-and-bethine-church-collection_th.jpg
franklin-county-images,Franklin County Images,Idaho Commission for Libraries,ICFL,,image/jpeg,https://idahodocs.contentdm.oclc.org/digital/collection/p151201coll16,/objects/franklin-county-images.jpg,https://idahodocs.contentdm.oclc.org/digital/api/singleitem/image/p151201coll16/461/default.jpg,54,"Franklin county photographs, portraits, and ephemera. ",1890,1960,1890-1960,"People, Ethnicity, and Culture",City and Town Life;,City and Town Life,,Southeast region,Franklin County,,Photographs,,,idahodocs,p151201coll16,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p151201coll16/search,/objects/small/franklin-county-images_sm.jpg,/objects/thumbs/franklin-county-images_th.jpg
fred-lindenschmidt-collection,Fred Lindenschmidt Collection,Idaho State University,ISU,,image/jpeg,https://t68c5a865aab279f8.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Ccf332e61-d5f6-44ea-869e-bccebb205b8f,/objects/fred-lindenschmidt-collection.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll1/0/full/max/0/default.jpg,0,"The Fred Lindenschmidt Collection contains documents and photographs from 1862 to 1900. The documents include equipage reports and orders from the Civil War as well as financial statements, land agreements and correspondence concerning Henry O. Harkness. The Civil War documents are concerned with the 45th Regiment Company K Illinois Volunteer Infantry during the Civil War.",1862,1900,1862-1900,"Politics, Government, and Law",Military;Politics and Politicians;,,,,,,,,,cdm16942,p16942coll1,eng,,,https://t68c5a865aab279f8.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Ccf332e61-d5f6-44ea-869e-bccebb205b8f,/objects/small/fred-lindenschmidt-collection_sm.jpg,/objects/thumbs/fred-lindenschmidt-collection_th.jpg
fred-nordgaard-barbershop-quartet-scrapbooks,Fred Nordgaard Barbershop Quartet Scrapbooks,Idaho Commission for Libraries,ICFL,,image/jpeg,https://idahodocs.contentdm.oclc.org/digital/collection/p4012coll4,/objects/fred-nordgaard-barbershop-quartet-scrapbooks.jpg,,11,"Material from the Fred Nordgaard Barbershop Quartet Scrapbooks, including photographs, programs, press, and ephemera. ",1980,1995,,"People, Ethnicity, and Culture",Music; Performing Arts;,Music; Performing Arts,,,,,Documents; Photographs; Scrapbooks,,,idahodocs,p4012coll4,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p4012coll4,/objects/small/fred-nordgaard-barbershop-quartet-scrapbooks_sm.jpg,/objects/thumbs/fred-nordgaard-barbershop-quartet-scrapbooks_th.jpg
fugue-literary-journal-collection,Fugue Literary Journal Collection,University of Idaho,UofI,,application/pdf,https://www.lib.uidaho.edu/digital/fugue/,/objects/fugue-literary-journal-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/fugue.jpg,https://www.lib.uidaho.edu/media/digital/small/fugue.jpg,Fugue is the official literary journal of the University of Idaho&apos;s English Department.,1990,2013,1990-2013,"Arts, Humanities, and Social Sciences",Literature;,Literature,,Clearwater region,Latah County,"Moscow, ID",Documents,46.728091,-117.012692,cdm17254,fugue,eng,,,https://www.lib.uidaho.edu/digital/fugue/,/objects/small/fugue-literary-journal-collection_sm.jpg,/objects/thumbs/fugue-literary-journal-collection_th.jpg
gem-of-the-mountains-digital-yearbook-collection,Gem of the Mountains Digital Yearbook Collection,University of Idaho,UofI,,application/pdf,https://www.lib.uidaho.edu/digital/gem/,/objects/gem-of-the-mountains-digital-yearbook-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/gem.jpg,https://www.lib.uidaho.edu/media/digital/small/gem.jpg,The Gem of the Mountains was the official yearbook of the University of Idaho from 1903 to 2004.,1903,2004,1903-2004,Education,Colleges and Universities; Student Life; City and Town Life; Clubs and Societies; Media and Communication;,Colleges and Universities; Student Life; City and Town Life; Clubs and Societies; Media and Communication,,Clearwater region,Latah County,"Moscow, ID;",Documents,46.727332,-117.012296,cdm17254,gem,eng,,,https://www.lib.uidaho.edu/digital/gem/,/objects/small/gem-of-the-mountains-digital-yearbook-collection_sm.jpg,/objects/thumbs/gem-of-the-mountains-digital-yearbook-collection_th.jpg
george-shoup-1836-1904-papers-,George Shoup (1836-1904 Papers),Idaho State University,ISU,,image/jpeg,https://t68c5a865aab279f8.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7C5d852592-640d-41d1-a0d0-0277a32d7236,/objects/george-shoup-1836-1904-papers-.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll4/4/full/max/0/default.jpg,4,"The George Shoup (1836-1904) Papers consist of letters and documents formerly in the possession of Idaho's first Governor, and United States Senator. Subjects in the collection pertain to Indian fighting, business methods, transportation, and politics in early Idaho, circa 1867 - 1900. The items in the digital collection represent only a fragment of the physical one.",1836,1904,1836-1904,"Politics, Government, and Law",Agriculture; Mines and Mineral Resources; Native Americans; Politics and Politicians; Businesses and Corporations; Railroads; Transportation;Chief Tendoy; Fort Hall Reservation; Lemhi; Birch Creek Massacre,Agriculture; Mines and Mineral Resources; Native Americans; Politics and Politicians; Businesses and Corporations; Railroads; Transportation,Chief Tendoy; Fort Hall Reservation; Lemhi; Birch Creek Massacre,Clearwater region,Lemhi County,"Salmon City, Idaho; Fort Hall Reservation",Documents,45.16932112,-113.8913621,cdm16942,p16942coll4,eng,,,https://t68c5a865aab279f8.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7C5d852592-640d-41d1-a0d0-0277a32d7236,/objects/small/george-shoup-1836-1904-papers-_sm.jpg,/objects/thumbs/george-shoup-1836-1904-papers-_th.jpg
gracie-pfost,Gracie Pfost,Boise State University,BSU,,image/jpeg,https://boisestate.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Ccc0f68c7-eb5e-4ee5-9e7d-9866d5312db0,/objects/gracie-pfost.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll32/619/full/max/0/default.jpg,619,Gracie Bowers Pfost's entire collection of materials relating to her service as an Idaho Democratic congressional representative from 1952 to 1962.,1952,1962,1952-1962,"Politics, Government, and Law",Agriculture; Logging; Mines and Mineral Resources; Women; Civic Activism; International Relations; Laws and Legislation; Military; Political Campaigns; Politics and Politicians; Public Works; Forestry and Forestry Products; Transportation; Dams; Medicine and Health; Parks and Playgrounds; Sports and Recreation; Environmental Activism;,Agriculture; Logging; Mines and Mineral Resources; Women; Civic Activism; International Relations; Laws and Legislation; Military; Political Campaigns; Politics and Politicians; Public Works; Forestry and Forestry Products; Transportation; Dams; Medicine and Health; Parks and Playgrounds; Sports and Recreation; Environmental Activism,,Panhandle region; Clearwater region; Southwest region; Salmon region,Ada County; Blaine County; Bonner County; Clearwater County; Latah County; Nez Perce County; Owyhee County; Washington County,"Florida, Montana",Documents; Photographs; Newspapers,,,cdm15948,p15948coll32,eng,,,https://boisestate.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Ccc0f68c7-eb5e-4ee5-9e7d-9866d5312db0,/objects/small/gracie-pfost_sm.jpg,/objects/thumbs/gracie-pfost_th.jpg
university-archives,University Archives,Boise State University,BSU,,image/jpeg,https://boisestate.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Cac7b51ca-8b66-4270-b485-7f9b04a49b09,/objects/university-archives.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/archives/1080/full/max/0/default.jpg,1080,"Images from the Boise State University Archives photo collection in the Boise State University Library, documenting the history and evolution of the campus, student life, personalities, and events, from the university's founding as Boise Junior College in 1932 to the present day.",1932,2020,1932-2020,Education,African Americans; Basque Americans; LGBTQIA Communities; Multiculturalism; Women; Fine Arts; Music; Performing Arts; Civil Rights and Human Rights; Colleges and Universities; Elementary and Secondary Education; Student Life; City and Town Life; Clubs and Societies; Media and Communication; Sports and Recreation;Boise Junior College,African Americans; Basque Americans; LGBTQIA Communities; Multiculturalism; Women; Fine Arts; Music; Performing Arts; Civil Rights and Human Rights; Colleges and Universities; Elementary and Secondary Education; Student Life; City and Town Life; Clubs and Societies; Media and Communication; Sports and Recreation,Boise Junior College,Southwest region,Ada County,,Documents; Maps; Photographs; Posters; Newspapers,,,cdm15948,archives,eng,,,https://boisestate.starter1ua.preservica.com/portal/en-US/collection/sdb%3ASO%7Cac7b51ca-8b66-4270-b485-7f9b04a49b09,/objects/small/university-archives_sm.jpg,/objects/thumbs/university-archives_th.jpg
historical-japanese-ceramic-comparative-collection-hjccc-,Historical Japanese Ceramic Comparative Collection (HJCCC),University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/hjccc/,/objects/historical-japanese-ceramic-comparative-collection-hjccc-.jpg,https://www.lib.uidaho.edu/media/digital/small/hjccc.jpg,https://www.lib.uidaho.edu/media/digital/small/hjccc.jpg,"The Historical Japanese Ceramic Comparative Collection (HJCCC) provides researchers with comparative examples of Japanese ceramics that are found on North American archaeological sites. The HJCCC contains digital photographs and resources for identifying and describing Japanese ceramics manufactured during the Meiji, Taisho, and early Showa eras (roughly the mid-nineteenth and early twentieth centuries). It is intended to assist in identification of historical Japanese ceramics, to encourage the use of standardized terminology, and to promote further research.",2018,2019,2018-2019,"People, Ethnicity, and Culture",Anthropology; Archaeology;,Anthropology; Archaeology,,,,,Artifacts,,,cdm17254,HJCCC,eng,,,https://www.lib.uidaho.edu/digital/hjccc/,/objects/small/historical-japanese-ceramic-comparative-collection-hjccc-_sm.jpg,/objects/thumbs/historical-japanese-ceramic-comparative-collection-hjccc-_th.jpg
hyde-park-neighborhood-boise,Hyde Park Neighborhood - Boise,Idaho Commission for Libraries,ICFL,,image/jpeg,https://idahodocs.contentdm.oclc.org/digital/collection/p15100coll4/search,/objects/hyde-park-neighborhood-boise.jpg,https://idahodocs.contentdm.oclc.org/digital/iiif/p15100coll4/35/full/max/0/default.jpg,35,"Photographs and press related to the Hyde Park neighborhood in Boise, Idaho",1975,1985,1975-1985,"People, Ethnicity, and Culture",City and Town Life;,City and Town Life,,Southwest region,Ada County,,Documents; Photographs; Newspapers,,,idahodocs,p15100coll4,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p15100coll4/search,/objects/small/hyde-park-neighborhood-boise_sm.jpg,/objects/thumbs/hyde-park-neighborhood-boise_th.jpg
idaho-cities-and-towns,Idaho Cities and Towns,University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/cities/,/objects/idaho-cities-and-towns.jpg,https://www.lib.uidaho.edu/media/digital/small/cities.jpg,https://www.lib.uidaho.edu/media/digital/small/cities.jpg,The 1083 historical photographs in the Idaho Cities &amp; Towns collection document Idaho cities and towns from the mid 1800s to the end of the twentieth century.,1862,2000,1862-2000,Social Life and Customs,City Planning; Politics and Politicians; Retail Trade; City and Town Life; Clubs and Societies; Home and Family;panoramas;aerial photos;,City Planning; Politics and Politicians; Retail Trade; City and Town Life; Clubs and Societies; Home and Family,panoramas;aerial photos;,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,,"Moscow, ID;Bovill, ID;Lewiston, ID;Mace, ID;Wallace, ID;Boise, ID;Lapwai, ID;Grangeville, ID;Headquarters, ID;Elk City, ID;Dixie, ID;Burke, ID;Kellogg, ID;Troy, ID;Harrison, ID;Sun Valley, ID;Coeur D'Alene, ID;Mullan, ID;Albion, ID;St. Joe Forest, ID;Peck, ID;Challis, ID;Cottonwood, ID;Vollmer, ID;Elk River, ID;Kamiah, ID;Orofino, ID;Wardner, ID;Prichard, ID;Ferrel, ID;Nez Perce, ID;Gilmore, ID;Eileen, ID;Potlatch, ID;Pierce, ID;Mount Idaho, ID;Gem, ID",Photographs,46.826007,-116.613768,cdm17254,cities,eng,,,https://www.lib.uidaho.edu/digital/cities/,/objects/small/idaho-cities-and-towns_sm.jpg,/objects/thumbs/idaho-cities-and-towns_th.jpg
idaho-civilian-conservation-corps,Idaho Civilian Conservation Corps,University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/cccidaho/,/objects/idaho-civilian-conservation-corps.jpg,https://www.lib.uidaho.edu/media/digital/small/cccidaho.jpg,https://www.lib.uidaho.edu/media/digital/small/cccidaho.jpg,"A collection of maps, images, and documents pertinent to the history of the CCC in Idaho representing the research discoveries of Patricia Hart and Ivar Nelson, who spent over two years traveling across the state to find and scan materials related to the CCC.",1933,1942,1933-1942,Environment and Conservation,Firefighting; Logging; National Parks; Monuments; and Forests; Public Lands; Wilderness;,Firefighting; Logging; National Parks; Monuments; and Forests; Public Lands; Wilderness,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,,,Photographs,47.012456,-116.265435,cdm17254,cccidaho,eng,,,https://www.lib.uidaho.edu/digital/cccidaho/,/objects/small/idaho-civilian-conservation-corps_sm.jpg,/objects/thumbs/idaho-civilian-conservation-corps_th.jpg
idaho-courthouse-buildings,Idaho Courthouse Buildings,Idaho State Archives/Idaho State Historical Society,ISHS,,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll13,/objects/idaho-courthouse-buildings.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll13/0/full/max/0/default.jpg,0,This collection is composed of 76 postcards and photographs of court houses in different Idaho cities.,,,,"Politics, Government, and Law",Architecture; Civil Procedure and Courts; City and Town Life;,Architecture; Civil Procedure and Courts; City and Town Life,,Southwest region;Magic Valley region; Salmon Region;,Ada County; Nez Perce County; Twin Falls County; Bonneville County; Lemhi County; Shoshone County;,"Boise, ID; Lewiston, ID; Twin Falls, ID; Idaho Falls, ID; Salmon, ID; Wallace, ID",Photographs; Postcards,43.61060369,-116.1970824,cdm16281,p16281coll13,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll13,/objects/small/idaho-courthouse-buildings_sm.jpg,/objects/thumbs/idaho-courthouse-buildings_th.jpg
idaho-department-of-transportation-photo-collection-p1996-28-,Idaho Department of Transportation Photo Collection  (P1996.28),Idaho Transportation Department,ITD,,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll5,/objects/idaho-department-of-transportation-photo-collection-p1996-28-.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll5/0/full/max/0/default.jpg,0,"This photograph collection consists of 668 black and white prints and photo copies, and 9 rolls of aerographic negative film taken between 1918 and 1955.  The collection is comprised of photographs taken for promotional publications such as the Rand McNally road maps, and aerials used for topographic mapping projects.  In addition to documenting Idaho's highways, the photographs were used to promote scenic Idaho's rivers, lakes, parks, and caves as well as highlight Idaho's  timber, mining, and agricultural industries.  The collection was donated to the Idaho State Archives by the Idaho Department of Transportation in 1996.",1918,1955,1918-1955,"Business, Industry, Labor, and Commerce",Public Utilities; Public Works; Transportation; Dams;,Public Utilities; Public Works; Transportation; Dams,,,,,Photographs,,,cdm16876,p16876coll5,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll5,/objects/small/idaho-department-of-transportation-photo-collection-p1996-28-_sm.jpg,/objects/thumbs/idaho-department-of-transportation-photo-collection-p1996-28-_th.jpg
idaho-football-covers-collection,Idaho Football Covers Collection,University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/footballcovers/,/objects/idaho-football-covers-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/footballcovers.jpg,https://www.lib.uidaho.edu/media/digital/small/footballcovers.jpg,The Idaho Football Covers Collection consists of over 50 years worth of game day program covers (1908-1967) produced for football contests that took place all over the country.,1908,1967,1908-1967,Social Life and Customs,Advertising and Marketing; Colleges and Universities; Student Life; Media and Communication; Sports and Recreation;football;,Advertising and Marketing; Colleges and Universities; Student Life; Media and Communication; Sports and Recreation,football;,Clearwater region,Latah County,,Documents,46.727012,-117.01645,cdm17254,football,eng,,,https://www.lib.uidaho.edu/digital/footballcovers/,/objects/small/idaho-football-covers-collection_sm.jpg,/objects/thumbs/idaho-football-covers-collection_th.jpg
idaho-forest-wildlife-and-range-experiment-station-collection,Idaho Forest Wildlife and Range Experiment Station Collection,University of Idaho,UofI,,application/pdf,https://www.lib.uidaho.edu/digital/fwres/,/objects/idaho-forest-wildlife-and-range-experiment-station-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/fwres.jpg,https://www.lib.uidaho.edu/media/digital/small/fwres.jpg,"Over 200 documents and reports created by faculty in the UI Forestry Department of the College of Natural Resources, 1954 to the present.",1954,2010,1954-2010,Environment and Conservation,Fisheries and Wildlife; Water and Water Rights; Fishing and Canning; Forestry and Forestry Products; Environmental Activism; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Wilderness;,Fisheries and Wildlife; Water and Water Rights; Fishing and Canning; Forestry and Forestry Products; Environmental Activism; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Wilderness,,Southwest region,Valley County,"McCall, ID; Payette National Forest; Payette Lake",Documents,46.72929,-117.012801,cdm17254,fwres,eng,,,https://www.lib.uidaho.edu/digital/fwres/,/objects/small/idaho-forest-wildlife-and-range-experiment-station-collection_sm.jpg,/objects/thumbs/idaho-forest-wildlife-and-range-experiment-station-collection_th.jpg
idaho-forestry-research-collection,Idaho Forestry Research Collection,University of Idaho,UofI,,application/pdf,https://www.lib.uidaho.edu/digital/forestryresearch/,/objects/idaho-forestry-research-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/forestryresearch.jpg,https://www.lib.uidaho.edu/media/digital/small/forestryresearch.jpg,Documents and images from miscellaneous collections pertaining to the history of forestry in Idaho.,1911,1983,1911-1983,Agriculture and Natural Resources,Fisheries and Wildlife; Logging; Laws and Legislation; Forestry and Forestry Products; Science; Technology; Environmental Activism; Environmental Conditions; Land Use; Wilderness;,Fisheries and Wildlife; Logging; Laws and Legislation; Forestry and Forestry Products; Science; Technology; Environmental Activism; Environmental Conditions; Land Use; Wilderness,,Panhandle region; Clearwater region,Benewah County; Bonner County; Boundary County; Clearwater County; Idaho County; Latah County; Shoshone County; Valley County,,Data; Documents; Maps; Photographs,46.926875,-116.501427,cdm17254,forestryresearch,eng,,,https://www.lib.uidaho.edu/digital/forestryresearch/,/objects/small/idaho-forestry-research-collection_sm.jpg,/objects/thumbs/idaho-forestry-research-collection_th.jpg
idaho-governor-collection-inventories,Idaho Governor Collection Inventories,Idaho State Archives/Idaho State Historical Society,ISHS,,application/pdf,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll2,,,,A collection of guides to the gubernatorial records of each of Idaho’s governors.,,,,"Politics, Government, and Law",Politics and Politicians;,,,,,,,,,cdm16281,p16281coll2,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll2,/assets/icons/collection.svg,/assets/icons/collection.svg
idaho-historical-aerial-photographs,Idaho Historical Aerial Photographs,University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/aerial/,/objects/idaho-historical-aerial-photographs.jpg,https://www.lib.uidaho.edu/media/digital/small/uiiap.jpg,https://www.lib.uidaho.edu/media/digital/small/uiiap.jpg,The Idaho Historical Aerial Photographs are a collection of both oblique and vertical historic air photos ranging from 1927 to the 1940s.,1927,1953,1927-1953,Environment and Conservation,Agriculture; Wilderness;,Agriculture; Wilderness,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,,,Photographs,47.431308,-116.92337,cdm17254,uiiap,eng,,,https://www.lib.uidaho.edu/digital/aerial/,/objects/small/idaho-historical-aerial-photographs_sm.jpg,/objects/thumbs/idaho-historical-aerial-photographs_th.jpg
idaho-historical-maps,Idaho Historical Maps,University of Idaho,UofI,,image/jpeg,https://www.lib.uidaho.edu/digital/historicalmaps/,/objects/idaho-historical-maps.jpg,https://www.lib.uidaho.edu/media/digital/small/spec_hm.jpg,https://www.lib.uidaho.edu/media/digital/small/spec_hm.jpg,"A small collection of large maps that depict the Coeur D'Alene mining region, covering areas of Montana and Idaho (Shoshone County). These maps come from the Bunker Hill Mining Company Records, 1887-1984, a manuscript collection held by the University of Idaho Library's Special Collections & Archives department.",1863,1986,1863-1986,"Business, Industry, Labor, and Commerce",Mines and Mineral Resources; Labor History; Land Use;,Mines and Mineral Resources; Labor History; Land Use,,Panhandle region,Bonner County; Kootenai County; Shoshone County,,Maps,47.686824,-116.726818,cdm17254,spec_hm,eng,,,https://www.lib.uidaho.edu/digital/historicalmaps/,/objects/small/idaho-historical-maps_sm.jpg,/objects/thumbs/idaho-historical-maps_th.jpg
idaho-railroad-visual-history,Idaho Railroad Visual History,Idaho State Archives/Idaho State Historical Society,ISHS,,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll6,/objects/idaho-railroad-visual-history.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll6/0/full/max/0/default.jpg,0,Explore the Street Car and Idaho Railroads. ,,,,"Business, Industry, Labor, and Commerce",Public Works; Railroads; Transportation;,Public Works; Railroads; Transportation,,Southwest region; Magic Valley region; Southeast region,Adams County; Bannock County; Boise County; Minidoka County; Power County,"Boise, ID; Pocatello, ID; New Meadows, ID;",Photographs,43.61043108,-116.1360099,cdm16281,p16281coll6,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll6,/objects/small/idaho-railroad-visual-history_sm.jpg,/objects/thumbs/idaho-railroad-visual-history_th.jpg
